Категория,Длина текста,Переводчик,Направление перевода,BLEU score,ROUGE scores,METEOR score,Среднее арифметическое из всех метрик,Оценка качества перевода
Художественный,Короткий,Google,EN-RU,0.5481534112570873,"[{'rouge-1': {'r': 0.7622950819672131, 'p': 0.775, 'f': 0.7685950363226556}, 'rouge-2': {'r': 0.6134969325153374, 'p': 0.591715976331361, 'f': 0.60240963355585}, 'rouge-l': {'r': 0.7540983606557377, 'p': 0.7666666666666667, 'f': 0.7603305735127383}}]",0.7788957485066365,0.6916768806309935,0.7506711586896911
Художественный,Короткий,DeepL,EN-RU,0.5420748647577097,"[{'rouge-1': {'r': 0.7295081967213115, 'p': 0.7478991596638656, 'f': 0.7385892066190322}, 'rouge-2': {'r': 0.5950920245398773, 'p': 0.5739644970414202, 'f': 0.5843373443992235}, 'rouge-l': {'r': 0.7295081967213115, 'p': 0.7478991596638656, 'f': 0.7385892066190322}}]",0.7673375590786017,0.6741856362947198,0.7304371134167278
Художественный,Короткий,PROMT,RU-EN,0.6515306980715706,"[{'rouge-1': {'r': 0.8584905660377359, 'p': 0.8425925925925926, 'f': 0.8504672847200628}, 'rouge-2': {'r': 0.6971830985915493, 'p': 0.6875, 'f': 0.6923076873079369}, 'rouge-l': {'r': 0.8584905660377359, 'p': 0.8425925925925926, 'f': 0.8504672847200628}}]",0.8361974418179228,0.7761940793275113,0.8248656888943576
Художественный,Короткий,Yandex,RU-EN,0.6646123760801422,"[{'rouge-1': {'r': 0.8584905660377359, 'p': 0.8584905660377359, 'f': 0.8584905610377359}, 'rouge-2': {'r': 0.704225352112676, 'p': 0.6944444444444444, 'f': 0.6993006943009439}, 'rouge-l': {'r': 0.8584905660377359, 'p': 0.8584905660377359, 'f': 0.8584905610377359}}]",0.8282800665199401,0.7818348517952997,0.8270185447348583
Художественный,Короткий,Google,RU-EN,0.6614308600222069,"[{'rouge-1': {'r': 0.8679245283018868, 'p': 0.8440366972477065, 'f': 0.8558139484893457}, 'rouge-2': {'r': 0.6971830985915493, 'p': 0.6923076923076923, 'f': 0.6947368371053247}, 'rouge-l': {'r': 0.8584905660377359, 'p': 0.8348623853211009, 'f': 0.8465116229079503}}]",0.8458064628283009,0.7808599462706256,0.8323726453782139
Художественный,Короткий,DeepL,RU-EN,0.7190780927077193,"[{'rouge-1': {'r': 0.8773584905660378, 'p': 0.8773584905660378, 'f': 0.8773584855660378}, 'rouge-2': {'r': 0.7676056338028169, 'p': 0.7517241379310344, 'f': 0.7595818765336474}, 'rouge-l': {'r': 0.8773584905660378, 'p': 0.8773584905660378, 'f': 0.8773584855660378}}]",0.8692049521572747,0.8205163785061433,0.8582690329167008
Художественный,Короткий,PROMT,EN-RU,0.31718684783250456,"[{'rouge-1': {'r': 0.6836734693877551, 'p': 0.6442307692307693, 'f': 0.6633663316380748}, 'rouge-2': {'r': 0.3815789473684211, 'p': 0.3790849673202614, 'f': 0.3803278638525128}, 'rouge-l': {'r': 0.673469387755102, 'p': 0.6346153846153846, 'f': 0.6534653415390648}}]",0.555108796621102,0.5138910362966518,0.5854453692507287
Художественный,Короткий,Yandex,EN-RU,0.21908109606710388,"[{'rouge-1': {'r': 0.6836734693877551, 'p': 0.6090909090909091, 'f': 0.6442307642474113}, 'rouge-2': {'r': 0.26973684210526316, 'p': 0.2645161290322581, 'f': 0.26710097219917456}, 'rouge-l': {'r': 0.6428571428571429, 'p': 0.5727272727272728, 'f': 0.6057692257858729}}]",0.46250364907677016,0.43973714147526655,0.5290249513611242
Художественный,Короткий,Google,EN-RU,0.36482027315069254,"[{'rouge-1': {'r': 0.6836734693877551, 'p': 0.6146788990825688, 'f': 0.6473429901832014}, 'rouge-2': {'r': 0.40789473684210525, 'p': 0.3974358974358974, 'f': 0.4025973975982459}, 'rouge-l': {'r': 0.6632653061224489, 'p': 0.5963302752293578, 'f': 0.628019318685617}}]",0.5958322219107726,0.5277224403057059,0.598486411170979
Художественный,Короткий,DeepL,EN-RU,0.2434571028303015,"[{'rouge-1': {'r': 0.673469387755102, 'p': 0.6534653465346535, 'f': 0.6633165779157093}, 'rouge-2': {'r': 0.28289473684210525, 'p': 0.2925170068027211, 'f': 0.28762541306159894}, 'rouge-l': {'r': 0.6632653061224489, 'p': 0.6435643564356436, 'f': 0.6532663266594279}}]",0.4663860911438172,0.462810302322171,0.5425584356984117
Художественный,Короткий,PROMT,RU-EN,0.2658481490542147,"[{'rouge-1': {'r': 0.6458333333333334, 'p': 0.6391752577319587, 'f': 0.6424870416322586}, 'rouge-2': {'r': 0.3424657534246575, 'p': 0.33112582781456956, 'f': 0.33670033170175384}, 'rouge-l': {'r': 0.6458333333333334, 'p': 0.6391752577319587, 'f': 0.6424870416322586}}]",0.5820723072576939,0.49391897425563586,0.5806572586246284
Художественный,Короткий,Yandex,RU-EN,0.2689997085884118,"[{'rouge-1': {'r': 0.6666666666666666, 'p': 0.6530612244897959, 'f': 0.6597938094335211}, 'rouge-2': {'r': 0.3561643835616438, 'p': 0.34210526315789475, 'f': 0.348993283592631}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.6530612244897959, 'f': 0.6597938094335211}}]",0.5355112830761993,0.49461837882485693,0.5710013888060814
Художественный,Короткий,Google,RU-EN,0.2720403242620431,"[{'rouge-1': {'r': 0.6354166666666666, 'p': 0.6039603960396039, 'f': 0.6192893351047437}, 'rouge-2': {'r': 0.3082191780821918, 'p': 0.29605263157894735, 'f': 0.3020134178208189}, 'rouge-l': {'r': 0.625, 'p': 0.594059405940594, 'f': 0.6091370508407844}}]",0.5743635594834237,0.47536873750236275,0.5665941237719456
Художественный,Короткий,DeepL,RU-EN,0.26032474122482224,"[{'rouge-1': {'r': 0.6666666666666666, 'p': 0.6597938144329897, 'f': 0.6632124302332949}, 'rouge-2': {'r': 0.3424657534246575, 'p': 0.3246753246753247, 'f': 0.3333333283368889}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.6597938144329897, 'f': 0.6632124302332949}}]",0.513426830923901,0.4867019521904403,0.56300942160869
Художественный,Короткий,PROMT,EN-RU,0.7441897029921394,"[{'rouge-1': {'r': 0.8571428571428571, 'p': 0.8888888888888888, 'f': 0.8727272677289256}, 'rouge-2': {'r': 0.7887323943661971, 'p': 0.7567567567567568, 'f': 0.7724137881055886}, 'rouge-l': {'r': 0.8571428571428571, 'p': 0.8888888888888888, 'f': 0.8727272677289256}}]",0.8664899534264804,0.8257095959964118,0.8448366947757124
Художественный,Короткий,Yandex,EN-RU,0.7733229443967737,"[{'rouge-1': {'r': 0.8928571428571429, 'p': 0.8928571428571429, 'f': 0.8928571378571429}, 'rouge-2': {'r': 0.8169014084507042, 'p': 0.7837837837837838, 'f': 0.7999999950021404}, 'rouge-l': {'r': 0.8571428571428571, 'p': 0.8571428571428571, 'f': 0.8571428521428571}}]",0.8931377414512984,0.8432921341700425,0.8690485104230234
Художественный,Короткий,Google,EN-RU,0.7025149597521075,"[{'rouge-1': {'r': 0.8392857142857143, 'p': 0.8545454545454545, 'f': 0.8468468418472527}, 'rouge-2': {'r': 0.7605633802816901, 'p': 0.7397260273972602, 'f': 0.7499999950009645}, 'rouge-l': {'r': 0.8392857142857143, 'p': 0.8545454545454545, 'f': 0.8468468418472527}}]",0.8521343501774833,0.7996685977250121,0.81983109334380440
Художественный,Короткий,DeepL,EN-RU,0.7205001782375317,"[{'rouge-1': {'r': 0.875, 'p': 0.9074074074074074, 'f': 0.8909090859107439}, 'rouge-2': {'r': 0.8028169014084507, 'p': 0.75, 'f': 0.7755101990874173}, 'rouge-l': {'r': 0.8571428571428571, 'p': 0.8888888888888888, 'f': 0.8727272677289256}}]",0.8796281410763751,0.8278549744081987,0.8528789736840725
Художественный,Короткий,PROMT,RU-EN,0.6806256145392702,"[{'rouge-1': {'r': 0.84, 'p': 0.9130434782608695, 'f': 0.8749999950086805}, 'rouge-2': {'r': 0.7205882352941176, 'p': 0.7777777777777778, 'f': 0.7480915980607191}, 'rouge-l': {'r': 0.84, 'p': 0.9130434782608695, 'f': 0.8749999950086805}}]",0.8660303915850227,0.8089495188404747,0.8329857577165182
Художественный,Короткий,Yandex,RU-EN,0.6744003022158913,"[{'rouge-1': {'r': 0.82, 'p': 0.8723404255319149, 'f': 0.8453608197470508}, 'rouge-2': {'r': 0.7205882352941176, 'p': 0.765625, 'f': 0.7424242374288337}, 'rouge-l': {'r': 0.82, 'p': 0.8723404255319149, 'f': 0.8453608197470508}}]",0.8535630465440607,0.7922218451365775,0.8140394956197723
Художественный,Короткий,Google,RU-EN,0.2589495720154669,"[{'rouge-1': {'r': 0.62, 'p': 0.5740740740740741, 'f': 0.5961538411612427}, 'rouge-2': {'r': 0.35294117647058826, 'p': 0.35294117647058826, 'f': 0.35294117147058834}, 'rouge-l': {'r': 0.62, 'p': 0.5740740740740741, 'f': 0.5961538411612427}}]",0.5095237758095386,0.4627444403236159,0.4983924644589911
Художественный,Короткий,DeepL,RU-EN,0.5117227905610143,"[{'rouge-1': {'r': 0.9, 'p': 0.8181818181818182, 'f': 0.8571428521541952}, 'rouge-2': {'r': 0.8235294117647058, 'p': 0.6511627906976745, 'f': 0.7272727223410357}, 'rouge-l': {'r': 0.9, 'p': 0.8181818181818182, 'f': 0.8571428521541952}}]",0.8269933544015711,0.7560549143224022,0.7775065156221406
Художественный,Короткий,PROMT,EN-RU,0.3891315970696405,"[{'rouge-1': {'r': 0.6901408450704225, 'p': 0.7050359712230215, 'f': 0.6975088917977229}, 'rouge-2': {'r': 0.42424242424242425, 'p': 0.4375, 'f': 0.4307692257704142}, 'rouge-l': {'r': 0.676056338028169, 'p': 0.6906474820143885, 'f': 0.6832740163528831}}]",0.6641502183779798,0.5729667898737281,0.6533276929570175
Художественный,Короткий,Yandex,EN-RU,0.41184667503693395,"[{'rouge-1': {'r': 0.7183098591549296, 'p': 0.7083333333333334, 'f': 0.7132867082869578}, 'rouge-2': {'r': 0.4494949494949495, 'p': 0.4517766497461929, 'f': 0.45063290639243714}, 'rouge-l': {'r': 0.6971830985915493, 'p': 0.6875, 'f': 0.6923076873079369}}]",0.6968143663134719,0.5929776686675475,0.6765537681725611
Художественный,Короткий,DeepL,EN-RU,0.47068591628635115,"[{'rouge-1': {'r': 0.7253521126760564, 'p': 0.7103448275862069, 'f': 0.7177700298437519}, 'rouge-2': {'r': 0.51010101010101, 'p': 0.505, 'f': 0.5075376834423373}, 'rouge-l': {'r': 0.704225352112676, 'p': 0.6896551724137931, 'f': 0.6968641064988043}}]",0.7225982929230333,0.6230912057988556,0.6949929237197244
Художественный,Короткий,Google,EN-RU,0.4580111907659129,"[{'rouge-1': {'r': 0.7394366197183099, 'p': 0.7191780821917808, 'f': 0.7291666616676312}, 'rouge-2': {'r': 0.494949494949495, 'p': 0.49746192893401014, 'f': 0.49620252664560166}, 'rouge-l': {'r': 0.7183098591549296, 'p': 0.6986301369863014, 'f': 0.708333328334298}}]",0.7399048773596084,0.6263237169546103,0.7063464008542503
Художественный,Короткий,PROMT,RU-EN,0.43251651129387997,"[{'rouge-1': {'r': 0.7258064516129032, 'p': 0.7377049180327869, 'f': 0.7317073120735014}, 'rouge-2': {'r': 0.4857142857142857, 'p': 0.46703296703296704, 'f': 0.47619047119239855}, 'rouge-l': {'r': 0.7096774193548387, 'p': 0.7213114754098361, 'f': 0.7154471494718753}}]",0.7158350070791214,0.6143392902221553,0.6954393099977872
Художественный,Короткий,Yandex,RU-EN,0.4363974350088385,"[{'rouge-1': {'r': 0.717741935483871, 'p': 0.7416666666666667, 'f': 0.7295081917226552}, 'rouge-2': {'r': 0.4857142857142857, 'p': 0.46703296703296704, 'f': 0.47619047119239855}, 'rouge-l': {'r': 0.7096774193548387, 'p': 0.7333333333333333, 'f': 0.7213114704111798}}]",0.7063310235290534,0.613947718372825,0.6909262487738328
Художественный,Короткий,DeepL,RU-EN,0.5055293004504431,"[{'rouge-1': {'r': 0.7772020725388601, 'p': 0.78125, 'f': 0.7792207742208129}, 'rouge-2': {'r': 0.5382059800664452, 'p': 0.54, 'f': 0.5391014925041737}, 'rouge-l': {'r': 0.7409326424870466, 'p': 0.7447916666666666, 'f': 0.7428571378571767}}]",0.6977150620113062,0.6528847534087825,0.7192493419599733
Художественный,Короткий,Google,RU-EN,0.4938331313645732,"[{'rouge-1': {'r': 0.7661290322580645, 'p': 0.7851239669421488, 'f': 0.7755101990823825}, 'rouge-2': {'r': 0.5371428571428571, 'p': 0.5340909090909091, 'f': 0.5356125306125763}, 'rouge-l': {'r': 0.75, 'p': 0.768595041322314, 'f': 0.7591836684701376}}]",0.7396385901523053,0.660755623936395,0.7329938487385708
Художественный,Длинный,PROMT,EN-RU,0.3685321341137351,"[{'rouge-1': {'r': 0.6724738675958188, 'p': 0.6771929824561403, 'f': 0.6748251698252361}, 'rouge-2': {'r': 0.40540540540540543, 'p': 0.40089086859688194, 'f': 0.4031354933204255}, 'rouge-l': {'r': 0.662020905923345, 'p': 0.6666666666666666, 'f': 0.6643356593357255}}]",0.6427768518950789,0.5507210616980402,0.6313765390820232
Художественный,Длинный,Yandex,EN-RU,0.5186412626494162,"[{'rouge-1': {'r': 0.7526132404181185, 'p': 0.7422680412371134, 'f': 0.747404839290897}, 'rouge-2': {'r': 0.5518018018018018, 'p': 0.5542986425339367, 'f': 0.5530473990632311}, 'rouge-l': {'r': 0.7456445993031359, 'p': 0.7353951890034365, 'f': 0.7404844240659834}}]",0.634816671218638,0.6388789192576331,0.6794932143978454
Художественный,Длинный,Google,EN-RU,0.5416614534977362,"[{'rouge-1': {'r': 0.7700348432055749, 'p': 0.7620689655172413, 'f': 0.7660311908406898}, 'rouge-2': {'r': 0.5855855855855856, 'p': 0.5816554809843401, 'f': 0.583613911947307}, 'rouge-l': {'r': 0.7630662020905923, 'p': 0.7551724137931034, 'f': 0.7590987818285581}}]",0.7014385007281944,0.6703687677684972,0.7177571410613963
Художественный,Длинный,DeepL,EN-RU,0.46752228924660205,"[{'rouge-1': {'r': 0.7212543554006968, 'p': 0.7237762237762237, 'f': 0.7225130840052507}, 'rouge-2': {'r': 0.509009009009009, 'p': 0.5067264573991032, 'f': 0.5078651635393512}, 'rouge-l': {'r': 0.710801393728223, 'p': 0.7132867132867133, 'f': 0.7120418798167694}}]",0.5893889029238196,0.5998662639063586,0.6437643320968134
Художественный,Длинный,PROMT,RU-EN,0.4098666980613389,"[{'rouge-1': {'r': 0.75, 'p': 0.7448979591836735, 'f': 0.7474402680376009}, 'rouge-2': {'r': 0.4407894736842105, 'p': 0.44273127753303965, 'f': 0.4417582367582659}, 'rouge-l': {'r': 0.7363013698630136, 'p': 0.7312925170068028, 'f': 0.7337883909044952}}]",0.706636290675964,0.607897976887533,0.6973613200953199
Художественный,Длинный,Yandex,RU-EN,0.46369531731491875,"[{'rouge-1': {'r': 0.7808219178082192, 'p': 0.794425087108014, 'f': 0.7875647618397512}, 'rouge-2': {'r': 0.5021929824561403, 'p': 0.5088888888888888, 'f': 0.5055187587971288}, 'rouge-l': {'r': 0.7534246575342466, 'p': 0.7665505226480837, 'f': 0.7599309103717029}}]",0.6576246758346966,0.6348668848316397,0.7032017829852462
Художественный,Длинный,Google,RU-EN,0.4708541964606541,"[{'rouge-1': {'r': 0.7808219178082192, 'p': 0.7862068965517242, 'f': 0.7835051496392343}, 'rouge-2': {'r': 0.506578947368421, 'p': 0.5121951219512195, 'f': 0.5093715495756758}, 'rouge-l': {'r': 0.7602739726027398, 'p': 0.7655172413793103, 'f': 0.7628865929382035}}]",0.739671054813228,0.6532577086853991,0.7347064163909738
Художественный,Длинный,DeepL,RU-EN,0.4766489100313545,"[{'rouge-1': {'r': 0.7945205479452054, 'p': 0.7891156462585034, 'f': 0.7918088687201947}, 'rouge-2': {'r': 0.5153508771929824, 'p': 0.5142231947483589, 'f': 0.5147864134008824}, 'rouge-l': {'r': 0.7705479452054794, 'p': 0.7653061224489796, 'f': 0.7679180837372597}}]",0.7670712442150232,0.6636467040209428,0.7503978230492421
Художественный,Длинный,PROMT,EN-RU,0.23097900838190888,"[{'rouge-1': {'r': 0.5951557093425606, 'p': 0.5993031358885017, 'f': 0.5972222172222825}, 'rouge-2': {'r': 0.27842227378190254, 'p': 0.2745995423340961, 'f': 0.27649769085277354}, 'rouge-l': {'r': 0.5674740484429066, 'p': 0.5714285714285714, 'f': 0.5694444394445048}}]",0.5416648120935728,0.44316163359900856,0.5383749342867613
Художественный,Длинный,Yandex,EN-RU,0.3736309751110695,"[{'rouge-1': {'r': 0.71280276816609, 'p': 0.7202797202797203, 'f': 0.716521734130571}, 'rouge-2': {'r': 0.41067285382830626, 'p': 0.4031890660592255, 'f': 0.4068965467245607}, 'rouge-l': {'r': 0.6539792387543253, 'p': 0.6608391608391608, 'f': 0.6573912993479623}}]",0.6322710121556964,0.557342313493972,0.648532369438671
Художественный,Длинный,Google,EN-RU,0.4046007828847152,"[{'rouge-1': {'r': 0.7439446366782007, 'p': 0.7491289198606271, 'f': 0.7465277727778381}, 'rouge-2': {'r': 0.45011600928074247, 'p': 0.4409090909090909, 'f': 0.4454649777789495}, 'rouge-l': {'r': 0.6920415224913494, 'p': 0.6968641114982579, 'f': 0.6944444394445048}}]",0.6689583652178349,0.5919992676207685,0.6813073107645246
Художественный,Длинный,DeepL,EN-RU,0.41583617837918957,"[{'rouge-1': {'r': 0.754325259515571, 'p': 0.7491408934707904, 'f': 0.7517241329310941}, 'rouge-2': {'r': 0.4593967517401392, 'p': 0.4520547945205479, 'f': 0.45569619753197}, 'rouge-l': {'r': 0.7093425605536332, 'p': 0.7044673539518901, 'f': 0.7068965467241974}}]",0.6739677893183337,0.6008241689769569,0.6870328000307995
Художественный,Длинный,PROMT,RU-EN,0.3640862491739277,"[{'rouge-1': {'r': 0.7054545454545454, 'p': 0.7461538461538462, 'f': 0.7252336398637437}, 'rouge-2': {'r': 0.41927710843373495, 'p': 0.4254278728606357, 'f': 0.42233009208764377}, 'rouge-l': {'r': 0.68, 'p': 0.7192307692307692, 'f': 0.6990654155646783}}]",0.6886624014898737,0.5798755596359734,0.6744904054452141
Художественный,Длинный,Yandex,RU-EN,0.42164450297637807,"[{'rouge-1': {'r': 0.730909090909091, 'p': 0.7821011673151751, 'f': 0.7556390927500849}, 'rouge-2': {'r': 0.4674698795180723, 'p': 0.4801980198019802, 'f': 0.4737484687493757}, 'rouge-l': {'r': 0.7127272727272728, 'p': 0.7626459143968871, 'f': 0.7368421002688819}}]",0.716648370878621,0.6209045071246683,0.7066433450241287
Художественный,Длинный,Google,RU-EN,0.3234129821824311,"[{'rouge-1': {'r': 0.7018181818181818, 'p': 0.7255639097744361, 'f': 0.7134935255004595}, 'rouge-2': {'r': 0.38072289156626504, 'p': 0.3853658536585366, 'f': 0.3830302980304867}, 'rouge-l': {'r': 0.6690909090909091, 'p': 0.6917293233082706, 'f': 0.6802218064616425}}]",0.6651014918998055,0.553052020814965,0.655128657728395
Художественный,Длинный,DeepL,RU-EN,0.38943696661421473,"[{'rouge-1': {'r': 0.7345454545454545, 'p': 0.7680608365019012, 'f': 0.7509293630322273}, 'rouge-2': {'r': 0.43132530120481927, 'p': 0.4441687344913151, 'f': 0.4376528067370174}, 'rouge-l': {'r': 0.7163636363636363, 'p': 0.7490494296577946, 'f': 0.7323420024374319}}]",0.707136196738428,0.6034994671118639,0.6972628568729065
Художественный,Длинный,PROMT,EN-RU,0.15957255009351098,"[{'rouge-1': {'r': 0.4375, 'p': 0.4827586206896552, 'f': 0.4590163884547165}, 'rouge-2': {'r': 0.18032786885245902, 'p': 0.18421052631578946, 'f': 0.18224851571062653}, 'rouge-l': {'r': 0.421875, 'p': 0.46551724137931033, 'f': 0.4426229458317657}}]",0.37733925543426206,0.3241599311049764,0.3964011514104142
Художественный,Длинный,Yandex,EN-RU,0.41184667503693395,"[{'rouge-1': {'r': 0.7183098591549296, 'p': 0.7083333333333334, 'f': 0.7132867082869578}, 'rouge-2': {'r': 0.4494949494949495, 'p': 0.4517766497461929, 'f': 0.45063290639243714}, 'rouge-l': {'r': 0.6971830985915493, 'p': 0.6875, 'f': 0.6923076873079369}}]",0.6968143663134719,0.5929776686675475,0.6765537681725611
Художественный,Длинный,DeepL,EN-RU,0.2530691603434801,"[{'rouge-1': {'r': 0.58203125, 'p': 0.5983935742971888, 'f': 0.5900990049019509}, 'rouge-2': {'r': 0.2857142857142857, 'p': 0.2890995260663507, 'f': 0.2873969325737895}, 'rouge-l': {'r': 0.5703125, 'p': 0.5863453815261044, 'f': 0.578217816783139}}]",0.4380902536787123,0.4293746336562143,0.4955925199568084
Художественный,Длинный,Google,EN-RU,0.3407829047565656,"[{'rouge-1': {'r': 0.5859375, 'p': 0.6172839506172839, 'f': 0.6012023998130127}, 'rouge-2': {'r': 0.35362997658079626, 'p': 0.3647342995169082, 'f': 0.35909630891320427}, 'rouge-l': {'r': 0.5703125, 'p': 0.6008230452674898, 'f': 0.5851703356847563}}]",0.5294322727336651,0.48313684438024074,0.546452399475629
Художественный,Длинный,PROMT,RU-EN,0.1763591023017347,"[{'rouge-1': {'r': 0.5429864253393665, 'p': 0.5333333333333333, 'f': 0.5381165869286534}, 'rouge-2': {'r': 0.21140142517814728, 'p': 0.2109004739336493, 'f': 0.2111506474317984}, 'rouge-l': {'r': 0.5067873303167421, 'p': 0.49777777777777776, 'f': 0.50224214746677}}]",0.41804912530428756,0.36918352188664877,0.4539138538162152
Художественный,Длинный,Yandex,RU-EN,0.28024623057558506,"[{'rouge-1': {'r': 0.6289592760180995, 'p': 0.6376146788990825, 'f': 0.6332573981892997}, 'rouge-2': {'r': 0.30403800475059384, 'p': 0.30917874396135264, 'f': 0.30658682134765686}, 'rouge-l': {'r': 0.6108597285067874, 'p': 0.6192660550458715, 'f': 0.6150341635651538}}]",0.4578544453067901,0.4585958117968971,0.5277951002749244
Художественный,Длинный,DeepL,RU-EN,0.314416092865063,"[{'rouge-1': {'r': 0.6515837104072398, 'p': 0.6515837104072398, 'f': 0.65158370540724}, 'rouge-2': {'r': 0.35391923990498814, 'p': 0.35391923990498814, 'f': 0.3539192349049882}, 'rouge-l': {'r': 0.6199095022624435, 'p': 0.6199095022624435, 'f': 0.6199094972624435}}]",0.572421439928876,0.5024499940737222,0.5862020379616767
Художественный,Длинный,Google,RU-EN,0.2500248721033093,"[{'rouge-1': {'r': 0.6199095022624435, 'p': 0.5780590717299579, 'f': 0.5982532701152725}, 'rouge-2': {'r': 0.28028503562945367, 'p': 0.27251732101616627, 'f': 0.27634659921644394}, 'rouge-l': {'r': 0.5972850678733032, 'p': 0.5569620253164557, 'f': 0.5764192089799013}}]",0.4154670533195476,0.4233022007468949,0.49031594359578623
Художественный,Длинный,PROMT,EN-RU,0.43461715877525364,"[{'rouge-1': {'r': 0.6275303643724697, 'p': 0.6919642857142857, 'f': 0.6581740926764666}, 'rouge-2': {'r': 0.4482758620689655, 'p': 0.49127906976744184, 'f': 0.46879333759022473}, 'rouge-l': {'r': 0.6194331983805668, 'p': 0.6830357142857143, 'f': 0.6496815236743435}}]",0.6382891449578818,0.5699110515348341,0.6278644201989114
